Date,Adj Close
7/20/1982,0.201078
7/21/1982,0.201078
7/22/1982,0.202842
7/23/1982,0.199314
7/26/1982,0.190495
7/27/1982,0.190495
7/28/1982,0.181676
7/29/1982,0.188731
7/30/1982,0.190495
8/2/1982,0.195786
8/3/1982,0.183439
8/4/1982,0.181676
8/5/1982,0.17462
8/6/1982,0.172856
8/9/1982,0.17462
8/10/1982,0.185203
8/11/1982,0.186967
8/12/1982,0.185203
8/13/1982,0.185203
8/16/1982,0.188731
8/17/1982,0.201078
8/18/1982,0.201078
8/19/1982,0.202842
8/20/1982,0.208133
8/23/1982,0.216952
8/24/1982,0.227535
8/25/1982,0.24341
8/26/1982,0.250465
8/27/1982,0.238119
8/30/1982,0.241646
8/31/1982,0.253993
9/1/1982,0.246938
9/2/1982,0.257521
9/3/1982,0.259285
9/7/1982,0.245174
9/8/1982,0.253993
9/9/1982,0.248702
9/10/1982,0.255757
9/13/1982,0.257521
9/14/1982,0.26634
9/15/1982,0.264576
9/16/1982,0.255757
9/17/1982,0.250465
9/20/1982,0.252229
9/21/1982,0.257521
9/22/1982,0.264576
9/23/1982,0.264576
9/24/1982,0.255757
9/27/1982,0.255757
9/28/1982,0.259285
9/29/1982,0.259285
9/30/1982,0.257521
10/1/1982,0.261048
10/4/1982,0.264576
10/5/1982,0.26634
10/6/1982,0.285742
10/7/1982,0.308672
10/8/1982,0.331602
10/11/1982,0.338657
10/12/1982,0.328074
10/13/1982,0.331602
10/14/1982,0.333366
10/15/1982,0.324547
10/18/1982,0.331602
10/19/1982,0.338657
10/20/1982,0.35806
10/21/1982,0.366879
10/22/1982,0.365115
10/25/1982,0.343949
10/26/1982,0.345713
10/27/1982,0.354532
10/28/1982,0.354532
10/29/1982,0.35806
11/1/1982,0.377462
11/2/1982,0.40392
11/3/1982,0.433905
11/4/1982,0.437432
11/5/1982,0.425086
11/8/1982,0.407447
11/9/1982,0.421558
11/10/1982,0.437432
11/11/1982,0.465654
11/12/1982,0.456835
11/15/1982,0.446252
11/16/1982,0.423322
11/17/1982,0.442724
11/18/1982,0.442724
11/19/1982,0.435669
11/22/1982,0.396864
11/23/1982,0.407447
11/24/1982,0.416266
11/26/1982,0.409211
11/29/1982,0.407447
11/30/1982,0.449779
12/1/1982,0.458599
12/2/1982,0.458599
12/3/1982,0.448015
12/6/1982,0.472709
12/7/1982,0.478001
12/8/1982,0.467418
12/9/1982,0.444488
12/10/1982,0.412739
12/13/1982,0.40392
12/14/1982,0.400392
12/15/1982,0.398628
12/16/1982,0.405683
12/17/1982,0.425086
12/20/1982,0.423322
12/21/1982,0.426849
12/22/1982,0.439196
12/23/1982,0.451543
12/27/1982,0.462126
12/28/1982,0.458599
12/29/1982,0.442724
12/30/1982,0.423322
12/31/1982,0.421558
1/3/1983,0.402156
1/4/1983,0.425086
1/5/1983,0.426849
1/6/1983,0.410975
1/7/1983,0.388045
1/10/1983,0.405683
1/11/1983,0.410975
1/12/1983,0.433905
1/13/1983,0.433905
1/14/1983,0.465654
1/17/1983,0.481528
1/18/1983,0.470945
1/19/1983,0.474473
1/20/1983,0.527388
1/21/1983,0.527388
1/24/1983,0.497403
1/25/1983,0.516806
1/26/1983,0.537971
1/27/1983,0.575012
1/28/1983,0.57854
1/31/1983,0.576776
2/1/1983,0.589123
2/2/1983,0.604997
2/3/1983,0.629691
2/4/1983,0.620872
2/7/1983,0.596178
2/8/1983,0.590887
2/9/1983,0.596178
2/10/1983,0.634983
2/11/1983,0.656149
2/14/1983,0.652621
2/15/1983,0.640274
2/16/1983,0.627928
2/17/1983,0.620872
2/18/1983,0.640274
2/22/1983,0.656149
2/23/1983,0.66144
2/24/1983,0.679079
2/25/1983,0.659676
2/28/1983,0.643802
3/1/1983,0.654385
3/2/1983,0.659676
3/3/1983,0.63851
3/4/1983,0.629691
3/7/1983,0.617344
3/8/1983,0.597942
3/9/1983,0.61558
3/10/1983,0.606761
3/11/1983,0.597942
3/14/1983,0.583831
3/15/1983,0.59265
3/16/1983,0.59265
3/17/1983,0.597942
3/18/1983,0.606761
3/21/1983,0.620872
3/22/1983,0.627928
3/23/1983,0.597942
3/24/1983,0.608525
3/25/1983,0.608525
3/28/1983,0.599706
3/29/1983,0.617344
3/30/1983,0.6244
3/31/1983,0.596178
4/4/1983,0.580304
4/5/1983,0.569721
4/6/1983,0.564429
4/7/1983,0.559138
4/8/1983,0.55561
4/11/1983,0.587359
4/12/1983,0.599706
4/13/1983,0.620872
4/14/1983,0.634983
4/15/1983,0.645566
4/18/1983,0.663204
4/19/1983,0.656149
4/20/1983,0.714356
4/21/1983,0.733758
4/22/1983,0.719647
4/25/1983,0.686134
4/26/1983,0.705536
4/27/1983,0.698481
4/28/1983,0.705536
4/29/1983,0.712592
5/2/1983,0.691426
5/3/1983,0.68437
5/4/1983,0.726703
5/5/1983,0.774326
5/6/1983,0.777854
5/9/1983,0.767271
5/10/1983,0.772562
5/11/1983,0.75316
5/12/1983,0.746104
5/13/1983,0.749632
5/16/1983,0.73023
5/17/1983,0.731994
5/18/1983,0.740813
5/19/1983,0.763743
5/20/1983,0.802548
5/23/1983,0.811367
5/24/1983,0.853699
5/25/1983,0.846643
5/26/1983,0.837824
5/27/1983,0.837824
5/31/1983,0.814895
6/1/1983,0.820186
6/2/1983,0.825477
6/3/1983,0.866046
6/6/1983,0.885448
6/7/1983,0.855463
6/8/1983,0.84488
6/9/1983,0.839588
6/10/1983,0.836061
6/13/1983,0.807839
6/14/1983,0.790201
6/15/1983,0.767271
6/16/1983,0.807839
6/17/1983,0.791965
6/20/1983,0.75316
6/21/1983,0.758451
6/22/1983,0.781381
6/23/1983,0.756688
6/24/1983,0.751396
6/27/1983,0.710828
6/28/1983,0.66144
6/29/1983,0.693189
6/30/1983,0.689662
7/1/1983,0.694953
7/5/1983,0.666732
7/6/1983,0.668496
7/7/1983,0.659676
7/8/1983,0.652621
7/11/1983,0.670259
7/12/1983,0.654385
7/13/1983,0.650857
7/14/1983,0.649093
7/15/1983,0.626164
7/18/1983,0.6244
7/19/1983,0.617344
7/20/1983,0.582068
7/21/1983,0.612053
7/22/1983,0.617344
7/25/1983,0.608525
7/26/1983,0.552082
7/27/1983,0.511514
7/28/1983,0.479765
7/29/1983,0.492112
8/1/1983,0.48682
8/2/1983,0.485056
8/3/1983,0.492112
8/4/1983,0.469182
8/5/1983,0.478001
8/8/1983,0.479765
8/9/1983,0.485056
8/10/1983,0.483292
8/11/1983,0.476237
8/12/1983,0.472709
8/15/1983,0.485056
8/16/1983,0.478001
8/17/1983,0.467418
8/18/1983,0.472709
8/19/1983,0.476237
8/22/1983,0.474473
8/23/1983,0.449779
8/24/1983,0.426849
8/25/1983,0.430377
8/26/1983,0.435669
8/29/1983,0.44096
8/30/1983,0.46389
8/31/1983,0.525625
9/1/1983,0.513278
9/2/1983,0.536208
9/6/1983,0.55561
9/7/1983,0.488584
9/8/1983,0.448015
9/9/1983,0.432141
9/12/1983,0.432141
9/13/1983,0.451543
9/14/1983,0.446252
9/15/1983,0.425086
9/16/1983,0.414503
9/19/1983,0.451543
9/20/1983,0.453307
9/21/1983,0.444488
9/22/1983,0.458599
9/23/1983,0.342185
9/26/1983,0.351004
9/27/1983,0.331602
9/28/1983,0.322783
9/29/1983,0.321019
9/30/1983,0.326311
10/3/1983,0.326311
10/4/1983,0.322783
10/5/1983,0.317491
10/6/1983,0.313964
10/7/1983,0.287506
10/10/1983,0.278687
10/11/1983,0.273395
10/12/1983,0.298089
10/13/1983,0.324547
10/14/1983,0.321019
10/17/1983,0.296325
10/18/1983,0.273395
10/19/1983,0.303381
10/20/1983,0.287506
10/21/1983,0.280451
10/24/1983,0.298089
10/25/1983,0.299853
10/26/1983,0.283978
10/27/1983,0.298089
10/28/1983,0.294561
10/31/1983,0.319255
11/1/1983,0.324547
11/2/1983,0.331602
11/3/1983,0.308672
11/4/1983,0.298089
11/7/1983,0.296325
11/8/1983,0.252229
11/9/1983,0.271632
11/10/1983,0.276923
11/11/1983,0.282215
11/14/1983,0.278687
11/15/1983,0.278687
11/16/1983,0.282215
11/17/1983,0.28927
11/18/1983,0.291034
11/21/1983,0.303381
11/22/1983,0.303381
11/23/1983,0.287506
11/25/1983,0.28927
11/28/1983,0.296325
11/29/1983,0.292798
11/30/1983,0.287506
12/1/1983,0.285742
12/2/1983,0.280451
12/5/1983,0.287506
12/6/1983,0.28927
12/7/1983,0.296325
12/8/1983,0.303381
12/9/1983,0.305144
12/12/1983,0.303381
12/13/1983,0.317491
12/14/1983,0.329838
12/15/1983,0.343949
12/16/1983,0.34924
12/19/1983,0.338657
12/20/1983,0.329838
12/21/1983,0.342185
12/22/1983,0.34924
12/23/1983,0.347477
12/27/1983,0.34924
12/28/1983,0.352768
12/29/1983,0.343949
12/30/1983,0.343949
1/3/1984,0.361587
1/4/1984,0.393336
1/5/1984,0.398628
1/6/1984,0.391573
1/9/1984,0.370406
1/10/1984,0.389809
1/11/1984,0.3951
1/12/1984,0.393336
1/13/1984,0.384517
1/16/1984,0.393336
1/17/1984,0.40392
1/18/1984,0.405683
1/19/1984,0.409211
1/20/1984,0.40392
1/23/1984,0.407447
1/24/1984,0.384517
1/25/1984,0.38099
1/26/1984,0.389809
1/27/1984,0.368643
1/30/1984,0.34924
1/31/1984,0.34924
2/1/1984,0.347477
2/2/1984,0.351004
2/3/1984,0.345713
2/6/1984,0.328074
2/7/1984,0.340421
2/8/1984,0.328074
2/9/1984,0.333366
2/10/1984,0.343949
2/13/1984,0.342185
2/14/1984,0.361587
2/15/1984,0.354532
2/16/1984,0.35806
2/17/1984,0.352768
2/21/1984,0.368643
2/22/1984,0.386281
2/23/1984,0.379226
2/24/1984,0.382753
2/27/1984,0.38099
2/28/1984,0.359824
2/29/1984,0.370406
3/1/1984,0.38099
3/2/1984,0.384517
3/5/1984,0.377462
3/6/1984,0.363351
3/7/1984,0.373934
3/8/1984,0.379226
3/9/1984,0.37217
3/12/1984,0.386281
3/13/1984,0.38099
3/14/1984,0.375698
3/15/1984,0.377462
3/16/1984,0.375698
3/19/1984,0.370406
3/20/1984,0.366879
3/21/1984,0.366879
3/22/1984,0.359824
3/23/1984,0.359824
3/26/1984,0.363351
3/27/1984,0.352768
3/28/1984,0.359824
3/29/1984,0.35806
3/30/1984,0.34924
4/2/1984,0.351004
4/3/1984,0.352768
4/4/1984,0.345713
4/5/1984,0.340421
4/6/1984,0.331602
4/9/1984,0.331602
4/10/1984,0.34924
4/11/1984,0.345713
4/12/1984,0.363351
4/13/1984,0.363351
4/16/1984,0.370406
4/17/1984,0.388045
4/18/1984,0.3951
4/19/1984,0.398628
4/23/1984,0.400392
4/24/1984,0.393336
4/25/1984,0.389809
4/26/1984,0.419794
4/27/1984,0.425086
4/30/1984,0.442724
5/1/1984,0.469182
5/2/1984,0.465654
5/3/1984,0.446252
5/4/1984,0.425086
5/7/1984,0.439196
5/8/1984,0.46389
5/9/1984,0.467418
5/10/1984,0.467418
5/11/1984,0.455071
5/14/1984,0.446252
5/15/1984,0.449779
5/16/1984,0.430377
5/17/1984,0.410975
5/18/1984,0.419794
5/21/1984,0.449779
5/22/1984,0.435669
5/23/1984,0.426849
5/24/1984,0.414503
5/25/1984,0.416266
5/29/1984,0.414503
5/30/1984,0.409211
5/31/1984,0.414503
6/1/1984,0.428613
6/4/1984,0.41803
6/5/1984,0.393336
6/6/1984,0.409211
6/7/1984,0.405683
6/8/1984,0.40392
6/11/1984,0.40392
6/12/1984,0.410975
6/13/1984,0.419794
6/14/1984,0.407447
6/15/1984,0.409211
6/18/1984,0.41803
6/19/1984,0.414503
6/20/1984,0.426849
6/21/1984,0.409211
6/22/1984,0.40392
6/25/1984,0.384517
6/26/1984,0.366879
6/27/1984,0.356296
6/28/1984,0.37217
6/29/1984,0.373934
7/2/1984,0.361587
7/3/1984,0.356296
7/5/1984,0.34924
7/6/1984,0.354532
7/9/1984,0.370406
7/10/1984,0.379226
7/11/1984,0.373934
7/12/1984,0.375698
7/13/1984,0.37217
7/16/1984,0.363351
7/17/1984,0.363351
7/18/1984,0.35806
7/19/1984,0.35806
7/20/1984,0.35806
7/23/1984,0.354532
7/24/1984,0.375698
7/25/1984,0.377462
7/26/1984,0.384517
7/27/1984,0.382753
7/30/1984,0.359824
7/31/1984,0.359824
8/1/1984,0.352768
8/2/1984,0.340421
8/3/1984,0.386281
8/6/1984,0.412739
8/7/1984,0.41803
8/8/1984,0.402156
8/9/1984,0.419794
8/10/1984,0.402156
8/13/1984,0.423322
8/14/1984,0.407447
8/15/1984,0.393336
8/16/1984,0.396864
8/17/1984,0.388045
8/20/1984,0.386281
8/21/1984,0.402156
8/22/1984,0.3951
8/23/1984,0.396864
8/24/1984,0.396864
8/27/1984,0.393336
8/28/1984,0.398628
8/29/1984,0.388045
8/30/1984,0.38099
8/31/1984,0.373934
9/4/1984,0.370406
9/5/1984,0.370406
9/6/1984,0.373934
9/7/1984,0.373934
9/10/1984,0.37217
9/11/1984,0.379226
9/12/1984,0.368643
9/13/1984,0.388045
9/14/1984,0.393336
9/17/1984,0.40392
9/18/1984,0.389809
9/19/1984,0.38099
9/20/1984,0.382753
9/21/1984,0.379226
9/24/1984,0.375698
9/25/1984,0.368643
9/26/1984,0.363351
9/27/1984,0.363351
9/28/1984,0.354532
10/1/1984,0.345713
10/2/1984,0.34924
10/3/1984,0.354532
10/4/1984,0.35806
10/5/1984,0.351004
10/8/1984,0.351004
10/9/1984,0.347477
10/10/1984,0.336894
10/11/1984,0.33513
10/12/1984,0.321019
10/15/1984,0.338657
10/16/1984,0.336894
10/17/1984,0.351004
10/18/1984,0.361587
10/19/1984,0.361587
10/22/1984,0.35806
10/23/1984,0.366879
10/24/1984,0.370406
10/25/1984,0.356296
10/26/1984,0.347477
10/29/1984,0.34924
10/30/1984,0.352768
10/31/1984,0.351004
11/1/1984,0.352768
11/2/1984,0.351004
11/5/1984,0.34924
11/6/1984,0.370406
11/7/1984,0.363351
11/8/1984,0.34924
11/9/1984,0.328074
11/12/1984,0.340421
11/13/1984,0.331602
11/14/1984,0.33513
11/15/1984,0.33513
11/16/1984,0.328074
11/19/1984,0.308672
11/20/1984,0.319255
11/21/1984,0.326311
11/23/1984,0.33513
11/26/1984,0.338657
11/27/1984,0.347477
11/28/1984,0.365115
11/29/1984,0.35806
11/30/1984,0.34924
12/3/1984,0.343949
12/4/1984,0.351004
12/5/1984,0.368643
12/6/1984,0.386281
12/7/1984,0.384517
12/10/1984,0.377462
12/11/1984,0.37217
12/12/1984,0.359824
12/13/1984,0.363351
12/14/1984,0.37217
12/17/1984,0.38099
12/18/1984,0.40392
12/19/1984,0.388045
12/20/1984,0.386281
12/21/1984,0.38099
12/24/1984,0.388045
12/26/1984,0.389809
12/27/1984,0.391573
12/28/1984,0.405683
12/31/1984,0.410975
1/2/1985,0.393336
1/3/1985,0.400392
1/4/1985,0.400392
1/7/1985,0.398628
1/8/1985,0.3951
1/9/1985,0.405683
1/10/1985,0.423322
1/11/1985,0.419794
1/14/1985,0.432141
1/15/1985,0.423322
1/16/1985,0.426849
1/17/1985,0.396864
1/18/1985,0.40392
1/21/1985,0.412739
1/22/1985,0.425086
1/23/1985,0.41803
1/24/1985,0.409211
1/25/1985,0.41803
1/28/1985,0.426849
1/29/1985,0.421558
1/30/1985,0.421558
1/31/1985,0.409211
2/1/1985,0.40392
2/4/1985,0.412739
2/5/1985,0.416266
2/6/1985,0.423322
2/7/1985,0.421558
2/8/1985,0.421558
2/11/1985,0.430377
2/12/1985,0.419794
2/13/1985,0.400392
2/14/1985,0.389809
2/15/1985,0.3951
2/19/1985,0.389809
2/20/1985,0.37217
2/21/1985,0.379226
2/22/1985,0.389809
2/25/1985,0.384517
2/26/1985,0.377462
2/27/1985,0.354532
2/28/1985,0.34924
3/1/1985,0.351004
3/4/1985,0.356296
3/5/1985,0.365115
3/6/1985,0.347477
3/7/1985,0.3122
3/8/1985,0.303381
3/11/1985,0.313964
3/12/1985,0.324547
3/13/1985,0.306908
3/14/1985,0.306908
3/15/1985,0.319255
3/18/1985,0.322783
3/19/1985,0.310436
3/20/1985,0.313964
3/21/1985,0.319255
3/22/1985,0.313964
3/25/1985,0.305144
3/26/1985,0.317491
3/27/1985,0.308672
3/28/1985,0.308672
3/29/1985,0.3122
4/1/1985,0.305144
4/2/1985,0.296325
4/3/1985,0.296325
4/4/1985,0.294561
4/8/1985,0.276923
4/9/1985,0.276923
4/10/1985,0.296325
4/11/1985,0.301617
4/12/1985,0.294561
4/15/1985,0.301617
4/16/1985,0.305144
4/17/1985,0.319255
4/18/1985,0.322783
4/19/1985,0.317491
4/22/1985,0.305144
4/23/1985,0.3122
4/24/1985,0.310436
4/25/1985,0.310436
4/26/1985,0.308672
4/29/1985,0.298089
4/30/1985,0.299853
5/1/1985,0.294561
5/2/1985,0.271632
5/3/1985,0.282215
5/6/1985,0.278687
5/7/1985,0.282215
5/8/1985,0.280451
5/9/1985,0.282215
5/10/1985,0.285742
5/13/1985,0.282215
5/14/1985,0.278687
5/15/1985,0.282215
5/16/1985,0.301617
5/17/1985,0.306908
5/20/1985,0.301617
5/21/1985,0.292798
5/22/1985,0.291034
5/23/1985,0.278687
5/24/1985,0.255757
5/28/1985,0.238119
5/29/1985,0.241646
5/30/1985,0.248702
5/31/1985,0.245174
6/3/1985,0.225772
6/4/1985,0.24341
6/5/1985,0.238119
6/6/1985,0.239882
6/7/1985,0.231063
6/10/1985,0.227535
6/11/1985,0.227535
6/12/1985,0.222244
6/13/1985,0.209897
6/14/1985,0.208133
6/17/1985,0.209897
6/18/1985,0.215189
6/19/1985,0.22048
6/20/1985,0.222244
6/21/1985,0.227535
6/24/1985,0.24341
6/25/1985,0.246938
6/26/1985,0.255757
6/27/1985,0.259285
6/28/1985,0.253993
7/1/1985,0.255757
7/2/1985,0.24341
7/3/1985,0.246938
7/5/1985,0.248702
7/8/1985,0.248702
7/9/1985,0.248702
7/10/1985,0.253993
7/11/1985,0.253993
7/12/1985,0.252229
7/15/1985,0.250465
7/16/1985,0.246938
7/17/1985,0.248702
7/18/1985,0.24341
7/19/1985,0.245174
7/22/1985,0.238119
